municipi,any_dirce,total_empreses,empreses_g_i,any_pob,poblacio,gi_per_1000hab,index_capacitat
Belvís de la Jara,2025,68,26.0,2025,1475,17.627118644067796,
Borox,2025,303,149.0,2025,4306,34.60287970274036,
Buenaventura,2025,22,,2025,386,,
Burguillos de Toledo,2025,199,82.0,2025,3872,21.17768595041322,
Burujón,2025,70,24.0,2025,1344,17.857142857142858,
Cabañas de la Sagra,2025,87,41.0,2025,2177,18.833256775378963,
Cabañas de Yepes,2025,19,,2025,316,,
Cabezamesada,2025,16,,2025,343,,
Calera y Chozas,2025,271,98.0,2025,4834,20.27306578402979,
Caleruela,2025,10,,2025,203,,
Calzada de Oropesa,2025,29,,2025,514,,
Camarena,2025,230,87.0,2025,4848,17.945544554455445,
Camarenilla,2025,17,,2025,606,,
"Campillo de la Jara, El",2025,21,,2025,326,,
Camuñas,2025,101,45.0,2025,1742,25.832376578645235,
Cardiel de los Montes,2025,18,,2025,406,,
Carmena,2025,37,,2025,771,,
"Carpio de Tajo, El",2025,95,31.0,2025,1948,15.91375770020534,
Carranque,2025,351,118.0,2025,5469,21.576156518559152,17.341879891183186
Carriches,2025,21,,2025,260,,
"Casar de Escalona, El",2025,105,43.0,2025,2280,18.859649122807017,
Casarrubios del Monte,2025,571,221.0,2025,7424,29.768318965517242,30.94754857755336
Casasbuenas,2025,7,,2025,210,,
Castillo de Bayuela,2025,40,,2025,889,,
Cazalegas,2025,169,88.0,2025,2195,40.09111617312073,
Cebolla,2025,197,71.0,2025,3270,21.712538226299696,
Cedillo del Condado,2025,272,90.0,2025,4525,19.889502762430936,
"Cerralbos, Los",2025,27,,2025,452,,
Cervera de los Montes,2025,18,,2025,513,,
Ciruelos,2025,38,,2025,723,,
Cobeja,2025,117,49.0,2025,2719,18.02133137182788,
Cobisa,2025,267,91.0,2025,4550,20.0,
Consuegra,2025,675,268.0,2025,9767,27.43933654141497,29.68877032838634
Corral de Almaguer,2025,216,114.0,2025,5280,21.59090909090909,17.11603733522078
Cuerva,2025,76,34.0,2025,1226,27.73246329526917,
Chozas de Canales,2025,166,63.0,2025,5044,12.490087232355274,2.732354974126875
Chueca,2025,12,,2025,252,,
Domingo Pérez,2025,25,,2025,418,,
Dosbarrios,2025,124,57.0,2025,2228,25.583482944344706,
Erustes,2025,14,,2025,220,,
Escalona,2025,214,98.0,2025,3987,24.579884625031355,
Escalonilla,2025,67,34.0,2025,1545,22.006472491909385,
Espinoso del Rey,2025,14,,2025,420,,
Esquivias,2025,344,115.0,2025,5833,19.715412309274814,15.072304564919808
"Estrella, La",2025,13,,2025,251,,
Fuensalida,2025,705,254.0,2025,12669,20.048938353461203,21.016414498506048
Gálvez,2025,201,85.0,2025,3044,27.923784494086725,
Garciotum,2025,9,,2025,220,,
Gerindote,2025,142,54.0,2025,2828,19.094766619519095,
Guadamur,2025,124,51.0,2025,1796,28.396436525612472,
"Guardia, La",2025,126,59.0,2025,2200,26.818181818181817,
"Herencias, Las",2025,40,,2025,821,,
Herreruela de Oropesa,2025,27,,2025,323,,
Hinojosa de San Vicente,2025,34,,2025,363,,
Hormigos,2025,39,,2025,1035,,
Huerta de Valdecarábanos,2025,92,38.0,2025,1836,20.697167755991288,
"Iglesuela del Tiétar, La",2025,30,,2025,448,,
Illescas,2025,2187,816.0,2025,33301,24.503768655595927,34.22000605824633
Lagartera,2025,95,45.0,2025,1294,34.7758887171561,
Lillo,2025,108,48.0,2025,2519,19.055180627233028,
Lominchar,2025,142,48.0,2025,2989,16.05888256942121,
Lucillos,2025,25,,2025,666,,
Madridejos,2025,608,210.0,2025,10088,20.816812053925457,20.54120925897437
Magán,2025,207,75.0,2025,4384,17.107664233576642,
Malpica de Tajo,2025,87,42.0,2025,1655,25.377643504531722,
Maqueda,2025,18,,2025,548,,
Marjaliza,2025,17,,2025,258,,
Marrupe,2025,8,,2025,166,,
Mascaraque,2025,30,,2025,441,,
"Mata, La",2025,54,,2025,910,,
Mazarambroz,2025,76,23.0,2025,1251,18.38529176658673,
Mejorada,2025,62,,2025,1387,,
Menasalbas,2025,201,89.0,2025,2465,36.105476673427994,
Méntrida,2025,364,101.0,2025,6495,15.5504234026174,9.484941182825922
Miguel Esteban,2025,295,98.0,2025,4751,20.627236371290255,
Mocejón,2025,346,111.0,2025,5188,21.395528141865846,16.70928554838796
Mohedas de la Jara,2025,23,,2025,384,,
Montearagón,2025,23,,2025,598,,
Montesclaros,2025,10,,2025,377,,
Mora,2025,577,241.0,2025,10064,23.946740858505564,25.022158559388444
Nambroca,2025,323,92.0,2025,5263,17.480524415732475,10.995327304235833
"Nava de Ricomalillo, La",2025,39,,2025,514,,
Navahermosa,2025,255,110.0,2025,3587,30.66629495400056,
Navalcán,2025,73,38.0,2025,1859,20.441097364174286,
"Navalmorales, Los",2025,123,50.0,2025,2074,24.108003857280618,
"Navalucillos, Los",2025,115,49.0,2025,1889,25.93965060878772,
Navamorcuende,2025,30,,2025,581,,
Noblejas,2025,190,89.0,2025,3998,22.26113056528264,
Noez,2025,51,,2025,1058,,
Nombela,2025,55,,2025,904,,
Novés,2025,176,75.0,2025,3564,21.043771043771045,
Numancia de la Sagra,2025,327,133.0,2025,5674,23.44025378921396,20.275320897601645
Nuño Gómez,2025,9,,2025,178,,
Ocaña,2025,710,283.0,2025,15560,18.187660668380463,19.687170642731758
Olías del Rey,2025,635,215.0,2025,9174,23.43579681709178,23.646241241680833
Ontígola,2025,303,109.0,2025,5101,21.368359145265632,16.5509876705101
Orgaz,2025,174,74.0,2025,2639,28.04092459264873,
Oropesa,2025,169,63.0,2025,2587,24.35253189022033,
Otero,2025,15,,2025,436,,
Palomeque,2025,107,27.0,2025,1213,22.25886232481451,
Pantoja,2025,193,80.0,2025,3536,22.62443438914027,
Paredes de Escalona,2025,4,,2025,133,,
Parrillas,2025,8,,2025,323,,
Pelahustán,2025,17,,2025,335,,
Pepino,2025,339,102.0,2025,3421,29.81584332066647,
Polán,2025,244,94.0,2025,3941,23.851814260340017,
Portillo de Toledo,2025,145,61.0,2025,2384,25.58724832214765,
"Puebla de Almoradiel, La",2025,248,95.0,2025,4950,19.19191919191919,
"Puebla de Montalbán, La",2025,494,209.0,2025,8144,25.663064833005894,25.94725691755047
"Pueblanueva, La",2025,130,53.0,2025,2139,24.777933613838243,
"Puente del Arzobispo, El",2025,69,34.0,2025,1143,29.74628171478565,
Pulgar,2025,126,62.0,2025,1608,38.557213930348254,
Quero,2025,52,,2025,1006,,
Quintanar de la Orden,2025,777,324.0,2025,11355,28.533685601056806,32.25089264285482
Quismondo,2025,100,35.0,2025,1857,18.84760366182014,
"Real de San Vicente, El",2025,65,,2025,966,,
Recas,2025,251,94.0,2025,5037,18.661901925749454,12.47251143335787
Rielves,2025,38,,2025,900,,
Robledo del Mazo,2025,13,,2025,249,,
"Romeral, El",2025,32,,2025,518,,
San Bartolomé de las Abiertas,2025,22,,2025,637,,
San Martín de Montalbán,2025,36,,2025,778,,
San Martín de Pusa,2025,31,,2025,623,,
San Pablo de los Montes,2025,154,59.0,2025,1627,36.263060848186846,
San Román de los Montes,2025,145,40.0,2025,2191,18.256503879507076,
Santa Ana de Pusa,2025,9,,2025,345,,
Santa Cruz de la Zarza,2025,279,105.0,2025,4180,25.119617224880383,
Santa Cruz del Retamar,2025,253,83.0,2025,4194,19.790176442536957,
Santa Olalla,2025,225,94.0,2025,3571,26.323158779053486,
Sartajada,2025,6,,2025,104,,
Segurilla,2025,69,18.0,2025,1412,12.747875354107649,
Seseña,2025,1647,683.0,2025,30907,22.09855372569321,30.26972522852214
Sevilleja de la Jara,2025,33,,2025,635,,
Sonseca,2025,645,226.0,2025,11452,19.734544184421935,19.842552479852966
Sotillo de las Palomas,2025,4,,2025,184,,
Talavera de la Reina,2025,4877,1869.0,2025,83803,22.30230421345298,37.574204579072806
Tembleque,2025,139,61.0,2025,1992,30.622489959839356,
"Toboso, El",2025,103,34.0,2025,1702,19.9764982373678,
Toledo,2025,5707,1696.0,2025,87216,19.445973215923683,33.685433490632235
Torralba de Oropesa,2025,13,,2025,186,,
Torrecilla de la Jara,2025,7,,2025,227,,
"Torre de Esteban Hambrán, La",2025,135,41.0,2025,1946,21.0688591983556,
Torrico,2025,45,,2025,688,,
Torrijos,2025,1024,394.0,2025,14307,27.5389669392605,32.50929972066844
Totanés,2025,24,,2025,361,,
Turleque,2025,41,,2025,702,,
Ugena,2025,379,125.0,2025,5988,20.875083500334004,16.96004343141171
Urda,2025,143,60.0,2025,2454,24.44987775061125,
Valdeverdeja,2025,30,,2025,598,,
Valmojado,2025,300,101.0,2025,4898,20.620661494487546,
Velada,2025,145,51.0,2025,2899,17.592273197654364,
"Ventas con Peña Aguilera, Las",2025,101,34.0,2025,1090,31.19266055045872,
"Ventas de Retamosa, Las",2025,248,88.0,2025,4206,20.922491678554447,
"Ventas de San Julián, Las",2025,9,,2025,239,,
Villacañas,2025,507,197.0,2025,9411,20.932950802252684,20.222391193966175
"Villa de Don Fadrique, La",2025,229,94.0,2025,3519,26.712134129013922,
Villafranca de los Caballeros,2025,261,111.0,2025,4884,22.727272727272727,
Villaluenga de la Sagra,2025,220,88.0,2025,4308,20.42711234911792,
Villamiel de Toledo,2025,59,16.0,2025,1097,14.585232452142206,
Villaminaya,2025,32,,2025,518,,
Villamuelas,2025,23,,2025,587,,
Villanueva de Alcardete,2025,157,47.0,2025,2910,16.151202749140896,
Villanueva de Bogas,2025,30,,2025,657,,
Villarrubia de Santiago,2025,117,49.0,2025,2583,18.970189701897016,
Villaseca de la Sagra,2025,75,45.0,2025,1910,23.56020942408377,
Villasequilla,2025,131,78.0,2025,2673,29.180695847362514,
Villatobas,2025,115,44.0,2025,2964,14.844804318488528,
"Viso de San Juan, El",2025,361,109.0,2025,6380,17.084639498432605,11.7427952090828
"Yébenes, Los",2025,383,163.0,2025,5787,28.166580266113705,27.010004719979687
Yepes,2025,244,106.0,2025,5820,18.21305841924399,12.813201677874403
Yuncler,2025,273,105.0,2025,5275,19.90521327014218,14.645908224661838
Yunclillos,2025,39,,2025,819,,
Yuncos,2025,815,323.0,2025,13189,24.490105390856016,27.690513028861734
Santo Domingo-Caudilla,2025,81,36.0,2025,1299,27.71362586605081,
Ademuz,2025,81,32.0,2025,1015,31.52709359605911,
Ador,2025,95,39.0,2025,1755,22.22222222222222,
Atzeneta d'Albaida,2025,92,35.0,2025,1193,29.337803855825648,
Agullent,2025,199,56.0,2025,2438,22.969647251845775,
Alaquàs,2025,1810,657.0,2025,30166,21.779486839488168,29.638794550322352
Albaida,2025,496,189.0,2025,6322,29.895602657386902,29.99097927075762
Albal,2025,991,395.0,2025,17365,22.74690469334869,27.148343610193837
Albalat de la Ribera,2025,184,59.0,2025,3523,16.747090547828556,
Albalat dels Sorells,2025,256,94.0,2025,4368,21.52014652014652,
Albalat dels Tarongers,2025,83,26.0,2025,1574,16.518424396442185,
Alberic,2025,655,216.0,2025,11099,19.461212721866836,19.217649986072256
Alborache,2025,71,26.0,2025,1568,16.581632653061227,
Alboraia/Alboraya,2025,1877,581.0,2025,26273,22.113957294560954,29.150124739942036
Albuixech,2025,267,94.0,2025,4482,20.972780008924587,
Alcàsser,2025,721,263.0,2025,10772,24.41515038989974,26.16194534335231
Alcàntera de Xúquer,2025,60,22.0,2025,1468,14.986376021798364,
Alzira,2025,2913,985.0,2025,48236,20.42043287171407,30.9597700004327
Alcublas,2025,33,,2025,710,,
"Alcúdia, l'",2025,719,254.0,2025,12587,20.17955032970525,21.163017817892985
"Alcúdia de Crespins, l'",2025,297,106.0,2025,5548,19.105984138428262,13.81545184024683
Aldaia,2025,1943,752.0,2025,34630,21.715275772451633,30.515996740038915
Alfafar,2025,1069,447.0,2025,22270,20.07184553210597,25.015055521902735
Alfauir,2025,27,,2025,515,,
Alfara de la Baronia,2025,32,,2025,624,,
Alfara del Patriarca,2025,182,61.0,2025,3740,16.31016042780749,
Alfarp,2025,107,36.0,2025,1763,20.419739081111743,
Alfarrasí,2025,63,23.0,2025,1173,19.607843137254903,
Algar de Palancia,2025,39,,2025,565,,
Algemesí,2025,1485,488.0,2025,28306,17.240161096587297,22.453514280568644
Algímia d'Alfara,2025,76,30.0,2025,1115,26.90582959641256,
Alginet,2025,866,282.0,2025,14844,18.997574777687955,20.571364516114784
Almàssera,2025,393,130.0,2025,7887,16.482819830100166,12.305697603256508
Almiserà,2025,12,,2025,278,,
Almoines,2025,177,68.0,2025,2664,25.525525525525527,
Almussafes,2025,511,173.0,2025,9070,19.073869900771772,17.222550726570702
Alpuente,2025,39,,2025,688,,
"Alqueria de la Comtessa, l'",2025,98,36.0,2025,1547,23.270846800258564,
Andilla,2025,12,,2025,338,,
Anna,2025,137,47.0,2025,2600,18.076923076923077,
Antella,2025,42,21.0,2025,1130,18.58407079646018,
Aras de los Olmos,2025,34,,2025,401,,
Aielo de Malferit,2025,300,95.0,2025,4624,20.544982698961938,
Aielo de Rugat,2025,12,,2025,160,,
Ayora,2025,414,166.0,2025,5282,31.42748958727755,30.7983510761306
Barxeta,2025,76,21.0,2025,1578,13.307984790874524,
Barx,2025,88,24.0,2025,1501,15.989340439706863,
Bèlgida,2025,48,,2025,651,,
Bellreguard,2025,301,112.0,2025,5032,22.257551669316374,17.739890305418594
Bellús,2025,15,,2025,317,,
Benagéber,2025,12,,2025,176,,
Benaguasil,2025,658,225.0,2025,12668,17.761288285443637,17.596532494622757
Benavites,2025,33,,2025,652,,
Beneixida,2025,49,,2025,659,,
Benetússer,2025,882,329.0,2025,16734,19.6605712919804,22.399050573226226
Beniarjó,2025,133,51.0,2025,1964,25.96741344195519,
Beniatjar,2025,11,,2025,209,,
Benicolet,2025,35,,2025,610,,
Benifairó de les Valls,2025,121,52.0,2025,2359,22.043238660449344,
Benifairó de la Valldigna,2025,78,36.0,2025,1588,22.670025188916874,
Benifaió,2025,716,246.0,2025,12262,20.061980101125428,20.80610764648707
Benigànim,2025,351,159.0,2025,5759,27.608959888869595,26.209471572326997
Benimodo,2025,103,28.0,2025,2332,12.006861063464836,
Benimuslem,2025,35,,2025,674,,
Benirredrà,2025,106,29.0,2025,1576,18.401015228426395,
Benissanó,2025,148,66.0,2025,2449,26.949775418538177,
Benissuera,2025,5,,2025,196,,
Bétera,2025,2131,592.0,2025,28560,20.72829131652661,27.72664015717333
Bicorp,2025,22,,2025,546,,
Bocairent,2025,301,96.0,2025,4130,23.244552058111378,
Bolbaite,2025,53,19.0,2025,1320,14.393939393939394,
Bonrepòs i Mirambell,2025,230,82.0,2025,4115,19.927095990279465,
Bufali,2025,17,,2025,162,,
Bugarra,2025,29,,2025,774,,
Buñol,2025,474,184.0,2025,9858,18.665043619395416,17.19696348968393
Burjassot,2025,2021,689.0,2025,41299,16.68321266858762,24.252840473914972
Calles,2025,26,,2025,465,,
Camporrobles,2025,64,28.0,2025,1183,23.668639053254438,
Canals,2025,737,269.0,2025,13746,19.569329259420922,20.881385375723333
Canet d'En Berenguer,2025,433,136.0,2025,8297,16.39146679522719,12.520308792940886
Carcaixent,2025,1081,421.0,2025,21934,19.19394547278198,23.60845595023072
Càrcer,2025,64,26.0,2025,1795,14.484679665738161,
Carlet,2025,942,331.0,2025,16857,19.63575962508157,22.413800896532713
Casas Altas,2025,11,,2025,118,,
Casas Bajas,2025,16,,2025,158,,
Casinos,2025,175,75.0,2025,3153,23.786869647954326,
Castelló de Rugat,2025,140,58.0,2025,2345,24.733475479744136,
Castellonet de la Conquesta,2025,12,,2025,159,,
Castielfabib,2025,23,,2025,284,,
Catadau,2025,167,50.0,2025,3005,16.638935108153078,
Catarroja,2025,2000,768.0,2025,30604,25.09475885505163,34.457226562408565
Caudete de las Fuentes,2025,53,,2025,725,,
Cerdà,2025,17,,2025,370,,
Cofrentes,2025,55,28.0,2025,1113,25.157232704402517,
Corbera,2025,206,92.0,2025,3266,28.169014084507044,
Cortes de Pallás,2025,24,,2025,727,,
Cotes,2025,12,,2025,314,,
Quart de les Valls,2025,48,13.0,2025,1029,12.633624878522838,
Quart de Poblet,2025,1493,579.0,2025,26967,21.470686394482144,28.403857871653354
Quartell,2025,137,40.0,2025,1810,22.099447513812155,
Quatretonda,2025,141,58.0,2025,2174,26.67893284268629,
Cullera,2025,1490,568.0,2025,24702,22.994089547405068,29.978954767349194
Chelva,2025,131,45.0,2025,1863,24.154589371980677,
Chella,2025,123,44.0,2025,2452,17.94453507340946,
Chera,2025,21,,2025,508,,
Cheste,2025,536,174.0,2025,8951,19.439168807954417,17.67308737853135
Xirivella,2025,1587,663.0,2025,32093,20.658710622254073,28.444697164451167
Chiva,2025,1236,438.0,2025,17951,24.399754888307058,29.729881545934077
Chulilla,2025,61,,2025,710,,
Daimús,2025,226,75.0,2025,3524,21.282633371169126,
Domeño,2025,46,,2025,723,,
Dos Aguas,2025,10,,2025,340,,
"Eliana, l'",2025,1712,451.0,2025,19839,22.733000655274964,28.064645493421388
Emperador,2025,28,,2025,700,,
Enguera,2025,315,99.0,2025,4807,20.594965675057207,
"Énova, l'",2025,45,,2025,952,,
Estivella,2025,78,27.0,2025,1710,15.789473684210527,
Estubeny,2025,6,,2025,110,,
Faura,2025,174,57.0,2025,3753,15.187849720223822,
Favara,2025,133,58.0,2025,2776,20.89337175792507,
Fontanars dels Alforins,2025,72,,2025,936,,
Fortaleny,2025,50,15.0,2025,1024,14.6484375,
Foios,2025,471,160.0,2025,7995,20.012507817385867,17.727024443364225
"Font d'en Carròs, la",2025,211,64.0,2025,4020,15.920398009950247,
"Font de la Figuera, la",2025,110,38.0,2025,2022,18.793273986152325,
Fuenterrobles,2025,30,,2025,678,,
Gavarda,2025,54,21.0,2025,1023,20.527859237536656,
Gandia,2025,5166,1832.0,2025,83135,22.03644674324893,37.135251576664366
"Genovés, el",2025,167,48.0,2025,2822,17.00921332388377,
Gestalgar,2025,24,,2025,587,,
Gilet,2025,235,57.0,2025,4011,14.210919970082275,
Godella,2025,1033,236.0,2025,13533,17.43885317372349,17.57012165114353
Godelleta,2025,228,85.0,2025,4266,19.92498827941866,
"Granja de la Costera, la",2025,19,,2025,306,,
Guadassuar,2025,400,134.0,2025,6039,22.189104156317274,18.92363954455744
Guardamar de la Safor,2025,40,,2025,622,,
Higueruelas,2025,25,,2025,567,,
Jalance,2025,49,,2025,808,,
Xeraco,2025,360,133.0,2025,6149,21.629533257440237,18.242906657546833
Jarafuel,2025,44,,2025,788,,
Xàtiva,2025,2109,778.0,2025,31008,25.09029927760578,34.54315293985725
Xeresa,2025,146,65.0,2025,2418,26.881720430107528,
Llíria,2025,1367,472.0,2025,25333,18.631824102948723,23.781244340491277
Loriguilla,2025,147,68.0,2025,2188,31.078610603290677,
Losa del Obispo,2025,37,,2025,531,,
Llutxent,2025,156,56.0,2025,2314,24.200518582541054,
Llocnou d'En Fenollet,2025,54,,2025,944,,
Llocnou de la Corona,2025,10,,2025,132,,
Llocnou de Sant Jeroni,2025,31,,2025,594,,
Llanera de Ranes,2025,80,32.0,2025,1062,30.131826741996232,
Llaurí,2025,64,26.0,2025,1226,21.207177814029365,
Llombai,2025,161,51.0,2025,2791,18.273020422787532,
"Llosa de Ranes, la",2025,216,83.0,2025,3765,22.045152722443557,
Macastre,2025,67,25.0,2025,1461,17.111567419575632,
Manises,2025,2060,937.0,2025,32609,28.73439847894753,39.94049302031556
Manuel,2025,106,42.0,2025,2560,16.40625,
Marines,2025,85,27.0,2025,1967,13.726487036095577,
Massalavés,2025,92,35.0,2025,1905,18.37270341207349,
Massalfassar,2025,190,69.0,2025,2716,25.40500736377025,
Massamagrell,2025,898,317.0,2025,17566,18.046225663213026,20.325886975255344
Massanassa,2025,762,286.0,2025,10607,26.963326105402093,29.611395249980017
Meliana,2025,635,223.0,2025,11055,20.171867933061964,20.239490154183947
Millares,2025,14,,2025,321,,
Miramar,2025,172,59.0,2025,3143,18.771874005727014,
Mislata,2025,2257,831.0,2025,47079,17.65118205569362,26.65646533450777
Moixent/Mogente,2025,298,113.0,2025,4401,25.675982731197458,
Moncada,2025,1268,386.0,2025,22213,17.377211542790256,20.959211751289004
Montserrat,2025,608,238.0,2025,10062,23.65334923474458,24.60479947510411
Montaverner,2025,124,57.0,2025,1624,35.09852216748769,
Montesa,2025,45,20.0,2025,1128,17.73049645390071,
Montitxelvo/Montichelvo,2025,31,,2025,556,,
Montroi/Montroy,2025,197,70.0,2025,3792,18.459915611814345,
Museros,2025,512,187.0,2025,6871,27.215834667442877,26.90833995175273
Nàquera/Náquera,2025,764,221.0,2025,8556,25.829827021972886,26.52685141863859
Navarrés,2025,164,71.0,2025,3027,23.45556656755864,
Novetlè/Novelé,2025,79,,2025,872,,
Oliva,2025,1620,617.0,2025,26813,23.011225897885353,30.57981733784368
Olocau,2025,152,41.0,2025,2534,16.17995264404104,
"Olleria, l'",2025,522,233.0,2025,8818,26.42322522113858,27.564562330966027
Ontinyent,2025,2620,844.0,2025,37012,22.803415108613425,32.54861491072037
Otos,2025,22,,2025,442,,
Paiporta,2025,1588,592.0,2025,28136,21.040659653113448,28.077252990176017
Palma de Gandía,2025,131,41.0,2025,1897,21.61307327358988,
"Palomar, el",2025,50,,2025,593,,
Paterna,2025,6101,1833.0,2025,76019,24.11239295439298,39.46919984186451
Pedralba,2025,164,65.0,2025,3225,20.155038759689923,
Petrés,2025,39,9.0,2025,1124,8.007117437722421,
Picanya,2025,781,303.0,2025,11901,25.46004537433829,28.329920011197142
Picassent,2025,1304,467.0,2025,23202,20.127575209033704,25.385269872928863
Piles,2025,199,74.0,2025,3151,23.484608060933038,
Pinet,2025,4,,2025,156,,
Polinyà de Xúquer,2025,131,60.0,2025,2577,23.282887077997675,
Potries,2025,70,18.0,2025,1135,15.859030837004406,
"Pobla de Farnals, la",2025,574,200.0,2025,9255,21.609940572663426,21.08850040074308
"Pobla del Duc, la",2025,152,52.0,2025,2451,21.215830273357813,
"Pobla de Vallbona, la",2025,2020,635.0,2025,27471,23.115285209857667,30.898741135919984
"Pobla Llarga, la",2025,251,108.0,2025,4665,23.15112540192926,
"Puig de Santa Maria, el",2025,717,235.0,2025,9490,24.76290832455216,25.761043036958956
Puçol,2025,1310,398.0,2025,21659,18.37573295165982,22.295174614163543
Quesa,2025,39,,2025,691,,
Rafelbunyol,2025,773,235.0,2025,9974,23.561259274112693,24.412271319398997
Rafelcofer,2025,81,22.0,2025,1409,15.613910574875797,
Rafelguaraf,2025,108,38.0,2025,2395,15.866388308977037,
Ráfol de Salem,2025,35,,2025,463,,
"Real de Gandia, el",2025,222,86.0,2025,2722,31.594415870683317,
Real,2025,148,49.0,2025,2497,19.62354825790949,
Requena,2025,1199,460.0,2025,20982,21.923553522066534,27.294980458547492
Riola,2025,97,36.0,2025,1820,19.78021978021978,
Rocafort,2025,811,164.0,2025,7751,21.15856018578248,19.18695550722293
Rotglà i Corberà,2025,75,33.0,2025,1171,28.181041844577283,
Ròtova,2025,76,24.0,2025,1283,18.70615744349182,
Rugat,2025,6,,2025,165,,
